"."
"368"	"MGI:MGI:1890744"
"369"	"MGI:MGI:1195266"
"370"	"MGI:MGI:2136388"
"371"	"MGI:MGI:96011"
"372"	"MGI:MGI:1917022"
"373"	"MGI:MGI:1921257"
"374"	"MGI:MGI:1914418"
"375"	"MGI:MGI:2443320"
"376"	"MGI:MGI:3651860"
"377"	"MGI:MGI:96398"
"378"	"MGI:MGI:1095408"
"379"	"MGI:MGI:88450"
"380"	"MGI:MGI:3709338"
"381"	"MGI:MGI:1915909"
"382"	"MGI:MGI:1921915"
"383"	"MGI:MGI:107783"
"384"	"MGI:MGI:2441814"
"385"	"MGI:MGI:2135951"
"386"	"MGI:MGI:1922396"
"387"	"MGI:MGI:2660935"
"388"	"MGI:MGI:1918586"
"389"	"MGI:MGI:1342772"
"390"	"MGI:MGI:1913425"
"391"	"MGI:MGI:1915646"
"392"	"MGI:MGI:2685339"
"393"	"MGI:MGI:3642585"
"394"	"MGI:MGI:3655979"
"395"	"MGI:MGI:1917184"
"396"	"MGI:MGI:2145541"
"397"	"MGI:MGI:2448380"
"398"	"MGI:MGI:2446630"
"399"	"MGI:MGI:1890682"
"400"	"MGI:MGI:3642381"
"401"	"MGI:MGI:2447794"
"402"	"MGI:MGI:96623"
"403"	"MGI:MGI:1919011"
"404"	"MGI:MGI:1915643"
"405"	"MGI:MGI:1924923"
"406"	"MGI:MGI:107611"
"407"	"MGI:MGI:1916102"
"408"	"MGI:MGI:98733"
"409"	"MGI:MGI:99450"
"410"	"MGI:MGI:2442435"
"411"	"MGI:MGI:3647386"
"412"	"MGI:MGI:1923918"
"413"	"MGI:MGI:106598"
"414"	"MGI:MGI:1097680"
"415"	"MGI:MGI:1922908"
"416"	"MGI:MGI:1918274"
"417"	"MGI:MGI:88555"
"418"	"MGI:MGI:2448554"
"419"	"MGI:MGI:2180098"
"420"	"MGI:MGI:1346831"
"421"	"MGI:MGI:1098533"
"422"	"MGI:MGI:1917902"
"423"	"MGI:MGI:95779"
"424"	"MGI:MGI:96394"
"425"	"MGI:MGI:1916604"
"426"	"MGI:MGI:1351595"
"427"	"MGI:MGI:1859271"
